縣市,日期,稉種白米零售價格(元/每公斤),硬秈白米零售價格(元/每公斤),軟秈白米零售價格(元/每公斤),圓糯白米零售價格(元/每公斤),長糯白米零售價格(元/每公斤),稉種白米躉售價格(元/每百公斤),硬秈白米躉售價格(元/每百公斤),軟秈白米躉售價格(元/每百公斤),圓糯白米躉售價格(元/每百公斤),長糯白米躉售價格(元/每百公斤),稻穀稉種價格(元/每百公斤),稻穀硬秈價格(元/每百公斤),稻穀軟秈價格(元/每百公斤),稻穀圓糯價格(元/每百公斤),稻穀長糯價格(元/每百公斤)
"台東縣  ","114.5.23","59.39","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.23","44.28","0","0","58.89","58.89","4040","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.22","50.48","53.75","0","63.09","61.66","4347","4833","0","5264","5050","0","0","0","0","0"
"台北市  ","114.5.22","52.22","57.62","59.17","65","60.74","4380","4531","4825","5394","5092","0","0","0","0","0"
"新北市  ","114.5.22","48.8","53.75","52.78","57.96","56.63","4324","4528","4713","5139","4885","0","0","0","0","0"
"桃園市  ","114.5.22","43.15","47.78","51.25","53.85","50.73","3811","4167","4458","4750","4417","2514","0","0","0","0"
"新竹市  ","114.5.22","45.75","50.83","0","54.98","52.78","4063","4345","0","4857","4467","0","0","0","0","0"
"新竹縣  ","114.5.22","44.58","48","0","54.37","52.33","3940","4217","0","4903","4350","2533","0","0","0","0"
"苗栗縣  ","114.5.22","43.81","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.22","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.22","45","48.39","48.06","51.22","49.39","3907","4178","4311","4682","4252","2643","0","2750","3087","2696"
"南投縣  ","114.5.22","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.22","43.03","46.38","0","51.45","48.9","3887","4125","0","4568","3931","2658","2500","0","3069","2775"
"嘉義市  ","114.5.22","43.72","0","0","52.89","50.43","3892","0","0","4409","4150","2633","2250","0","0","0"
"嘉義縣  ","114.5.22","44.07","0","0","52.46","51.38","3890","0","0","4383","4111","2627","2242","0","0","0"
"台南市  ","114.5.22","43.55","55","47.5","56.58","54.54","3957","4063","0","4681","4501","2667","0","0","0","0"
"高雄市  ","114.5.22","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2595","0","0","0","0"
"屏東縣  ","114.5.22","40.92","46.02","0","50.4","51.87","3555","4152","0","4104","4089","2550","0","0","0","0"
"宜蘭縣  ","114.5.22","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.22","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.22","59.39","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.22","44.28","0","0","58.89","58.89","4040","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.21","50.48","53.75","0","63.09","61.66","4347","4833","0","5264","5050","0","0","0","0","0"
"台北市  ","114.5.21","52.22","57.62","59.17","65","60.74","4380","4531","4825","5394","5092","0","0","0","0","0"
"新北市  ","114.5.21","48.8","53.75","52.78","57.96","56.63","4324","4528","4713","5139","4885","0","0","0","0","0"
"桃園市  ","114.5.21","43.15","47.78","51.25","53.85","50.73","3811","4167","4458","4750","4417","2514","0","0","0","0"
"新竹市  ","114.5.21","45.75","50.83","0","54.98","52.78","4063","4345","0","4857","4467","0","0","0","0","0"
"新竹縣  ","114.5.21","44.58","48","0","54.37","52.33","3940","4217","0","4903","4350","2533","0","0","0","0"
"苗栗縣  ","114.5.21","43.81","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.21","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.21","45","48.39","48.06","51.22","49.39","3907","4178","4311","4682","4252","2643","0","2750","3087","2696"
"南投縣  ","114.5.21","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.21","43.03","46.38","0","51.45","48.9","3887","4125","0","4568","3931","2658","2500","0","3069","2775"
"嘉義市  ","114.5.21","43.72","0","0","52.89","50.43","3892","0","0","4409","4150","2633","2250","0","0","0"
"嘉義縣  ","114.5.21","44.07","0","0","52.46","51.38","3890","0","0","4383","4111","2627","2242","0","0","0"
"台南市  ","114.5.21","43.55","55","47.5","56.58","54.54","3957","4063","0","4681","4501","2667","0","0","0","0"
"高雄市  ","114.5.21","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.5.21","40.92","46.02","0","50.4","51.87","3555","4152","0","4104","4089","2550","0","0","0","0"
"宜蘭縣  ","114.5.21","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.21","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.21","59.39","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.21","44.28","0","0","58.89","58.89","4040","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.20","50.48","53.75","0","63.09","61.66","4347","4833","0","5264","5050","0","0","0","0","0"
"台北市  ","114.5.20","52.22","57.62","59.17","65","60.74","4380","4531","4825","5394","5092","0","0","0","0","0"
"新北市  ","114.5.20","48.8","53.75","52.78","57.96","56.63","4324","4528","4713","5139","4885","0","0","0","0","0"
"桃園市  ","114.5.20","43.15","47.78","51.25","53.85","50.73","3811","4167","4458","4750","4417","2514","0","0","0","0"
"新竹市  ","114.5.20","45.75","50.83","0","54.98","52.78","4063","4345","0","4857","4467","0","0","0","0","0"
"新竹縣  ","114.5.20","44.58","48","0","54.37","52.33","3940","4217","0","4903","4350","2533","0","0","0","0"
"苗栗縣  ","114.5.20","43.81","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.20","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.20","45","48.39","48.06","51.22","49.39","3907","4178","4311","4682","4252","2643","0","2750","3087","2696"
"南投縣  ","114.5.20","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.20","43.03","46.38","0","51.45","48.9","3890","4125","0","4568","3925","2663","2500","0","3069","2775"
"嘉義市  ","114.5.20","43.72","0","0","52.89","50.43","3892","0","0","4409","4150","2633","2250","0","0","0"
"嘉義縣  ","114.5.20","44.07","0","0","52.46","51.38","3890","0","0","4383","4111","2627","2242","0","0","0"
"台南市  ","114.5.20","43.55","55","47.5","56.58","54.54","3957","4063","0","4681","4501","2667","0","0","0","0"
"高雄市  ","114.5.20","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.5.20","40.92","46.02","0","50.4","51.87","3555","4152","0","4104","4089","2550","0","0","0","0"
"宜蘭縣  ","114.5.20","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.20","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.20","59.39","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.20","44.28","0","0","58.89","58.89","4040","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.19","50.48","53.75","0","63.09","61.66","4347","4833","0","5264","5050","0","0","0","0","0"
"台北市  ","114.5.19","52.22","57.62","59.17","65","60.74","4380","4531","4825","5394","5092","0","0","0","0","0"
"新北市  ","114.5.19","48.8","53.75","52.78","57.96","56.63","4324","4528","4713","5139","4885","0","0","0","0","0"
"桃園市  ","114.5.19","43.15","47.78","51.25","53.85","50.73","3811","4167","4458","4750","4417","2514","0","0","0","0"
"新竹市  ","114.5.19","45.75","50.83","0","54.98","52.78","4063","4345","0","4857","4467","0","0","0","0","0"
"新竹縣  ","114.5.19","44.58","48","0","54.37","52.33","3940","4217","0","4903","4350","2533","0","0","0","0"
"苗栗縣  ","114.5.19","43.81","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.19","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.19","45","48.39","48.06","51.22","49.39","3907","4178","4311","4682","4252","2643","0","2750","3087","2696"
"南投縣  ","114.5.19","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.19","43.03","46.38","0","51.45","48.9","3890","4125","0","4568","3925","2663","2500","0","3069","2775"
"嘉義市  ","114.5.19","43.72","0","0","52.89","50.43","3892","0","0","4409","4150","2633","2250","0","0","0"
"嘉義縣  ","114.5.19","44.07","0","0","52.46","51.38","3890","0","0","4383","4111","2627","2242","0","0","0"
"台南市  ","114.5.19","43.55","55","47.5","56.58","54.54","3957","4063","0","4681","4501","2667","0","0","0","0"
"高雄市  ","114.5.19","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.5.19","40.92","46.02","0","50.4","51.87","3555","4152","0","4104","4089","2550","0","0","0","0"
"宜蘭縣  ","114.5.19","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.19","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.19","59.39","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.19","44.28","0","0","58.89","58.89","4040","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.18","50.48","53.75","0","63.09","61.66","4347","4833","0","5264","5050","0","0","0","0","0"
"台北市  ","114.5.18","52.22","57.62","59.17","65","60.74","4380","4531","4825","5394","5092","0","0","0","0","0"
"新北市  ","114.5.18","48.8","53.75","52.78","57.96","56.63","4324","4528","4704","5139","4885","0","0","0","0","0"
"桃園市  ","114.5.18","43.15","47.78","51.25","53.85","50.73","3811","4167","4458","4750","4417","2514","0","0","0","0"
"新竹市  ","114.5.18","45.75","50.83","0","54.98","52.78","4063","4345","0","4857","4467","0","0","0","0","0"
"新竹縣  ","114.5.18","44.58","48","0","54.37","52.33","3940","4217","0","4903","4350","2533","0","0","0","0"
"苗栗縣  ","114.5.18","43.81","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.18","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.18","45","48.39","48.06","51.22","49.39","3907","4178","4311","4682","4252","2643","0","2750","3087","2696"
"南投縣  ","114.5.18","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.18","43.25","46.38","0","51.45","48.07","3895","4125","0","4568","3925","2663","2550","0","3069","2770"
"嘉義市  ","114.5.18","43.72","0","0","52.89","50.43","3892","0","0","4409","4150","2650","2250","0","0","0"
"嘉義縣  ","114.5.18","44.07","0","0","52.46","51.38","3890","0","0","4383","4111","2642","2242","0","0","0"
"台南市  ","114.5.18","44.33","57.5","47.5","54.71","52.26","3926","4146","0","4643","4450","2680","0","0","0","0"
"高雄市  ","114.5.18","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.5.18","40.92","46.02","0","50.4","51.87","3555","4152","0","4104","4089","2550","0","0","0","0"
"宜蘭縣  ","114.5.18","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.18","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.18","59.39","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.18","44.28","0","0","58.89","58.89","4040","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.17","50.48","53.75","0","63.09","61.66","4347","4833","0","5264","5050","0","0","0","0","0"
"台北市  ","114.5.17","52.22","57.62","59.17","65","60.74","4380","4531","4825","5394","5092","0","0","0","0","0"
"新北市  ","114.5.17","48.8","53.75","52.78","57.96","56.63","4324","4528","4704","5139","4885","0","0","0","0","0"
"桃園市  ","114.5.17","43.15","47.78","51.25","53.85","50.73","3811","4167","4458","4750","4417","2514","0","0","0","0"
"新竹市  ","114.5.17","45.75","50.83","0","54.98","52.78","4063","4345","0","4857","4467","0","0","0","0","0"
"新竹縣  ","114.5.17","44.58","48","0","54.37","52.33","3940","4217","0","4903","4350","2533","0","0","0","0"
"苗栗縣  ","114.5.17","43.81","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.17","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.17","45","48.39","48.06","51.22","49.39","3907","4178","4311","4682","4252","2643","0","2750","3087","2696"
"南投縣  ","114.5.17","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.17","43.25","46.38","0","51.45","48.07","3895","4125","0","4568","3925","2663","2550","0","3069","2770"
"嘉義市  ","114.5.17","43.72","0","0","52.89","50.43","3892","0","0","4409","4150","2650","2250","0","0","0"
"嘉義縣  ","114.5.17","44.07","0","0","52.46","51.38","3890","0","0","4383","4111","2642","2242","0","0","0"
"台南市  ","114.5.17","44.33","57.5","47.5","54.71","52.26","3926","4146","0","4643","4450","2680","0","0","0","0"
"高雄市  ","114.5.17","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.5.17","40.92","46.02","0","50.4","51.87","3555","4152","0","4104","4089","2550","0","0","0","0"
"宜蘭縣  ","114.5.17","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.17","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.17","59.39","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.17","44.28","0","0","58.89","58.89","4040","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.16","50.48","53.75","0","63.09","61.66","4347","4833","0","5264","5050","0","0","0","0","0"
"台北市  ","114.5.16","52.22","57.62","59.17","65","60.74","4380","4531","4825","5394","5092","0","0","0","0","0"
"新北市  ","114.5.16","48.8","53.75","52.78","57.96","56.63","4324","4528","4704","5139","4885","0","0","0","0","0"
"桃園市  ","114.5.16","43.15","47.78","51.25","53.85","50.73","3811","4167","4458","4750","4417","2514","0","0","0","0"
"新竹市  ","114.5.16","45.75","50.83","0","54.98","52.78","4063","4345","0","4857","4467","0","0","0","0","0"
"新竹縣  ","114.5.16","44.58","48","0","54.37","52.33","3940","4217","0","4903","4350","2533","0","0","0","0"
"苗栗縣  ","114.5.16","43.81","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.16","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.16","45","48.39","48.06","51.22","49.39","3907","4178","4311","4682","4252","2643","0","2750","3087","2696"
"南投縣  ","114.5.16","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.16","43.25","46.38","0","51.45","48.07","3895","4125","0","4568","3925","2663","2550","0","3069","2770"
"嘉義市  ","114.5.16","43.72","0","0","52.89","50.43","3892","0","0","4409","4150","2650","2250","0","0","0"
"嘉義縣  ","114.5.16","44.07","0","0","52.46","51.38","3890","0","0","4383","4111","2642","2242","0","0","0"
"台南市  ","114.5.16","44.33","57.5","47.5","54.71","52.26","3926","4146","0","4643","4450","2680","0","0","0","0"
"高雄市  ","114.5.16","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.5.16","40.92","46.02","0","50.4","51.87","3555","4152","0","4104","4089","2550","0","0","0","0"
"宜蘭縣  ","114.5.16","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.16","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.16","59.39","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.16","44.28","0","0","58.89","58.89","4040","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.15","50.48","53.75","0","63.09","61.66","4347","4833","0","5264","5050","0","0","0","0","0"
"台北市  ","114.5.15","52.22","57.62","59.17","65","60.74","4380","4531","4825","5394","5092","0","0","0","0","0"
"新北市  ","114.5.15","48.8","53.75","52.78","57.96","56.45","4324","4528","4704","5102","4885","0","0","0","0","0"
"桃園市  ","114.5.15","43.15","47.78","51.25","53.85","50.73","3811","4167","4458","4750","4417","2514","0","0","0","0"
"新竹市  ","114.5.15","45.75","50.83","0","54.98","52.78","4063","4345","0","4857","4467","0","0","0","0","0"
"新竹縣  ","114.5.15","44.58","48","0","54.37","52.33","3940","4217","0","4903","4350","2533","0","0","0","0"
"苗栗縣  ","114.5.15","43.81","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.15","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.15","45","48.39","48.06","51.22","49.39","3907","4178","4311","4682","4252","2643","0","2750","3087","2696"
"南投縣  ","114.5.15","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.15","43.25","46.38","0","51.45","48.07","3895","4125","0","4561","3918","2663","2550","0","3069","2770"
"嘉義市  ","114.5.15","43.72","0","0","52.89","50.43","3892","0","0","4409","4150","2650","2250","0","0","0"
"嘉義縣  ","114.5.15","44.07","0","0","52.46","51.38","3890","0","0","4383","4111","2642","2242","0","0","0"
"台南市  ","114.5.15","44.33","57.5","47.5","54.71","52.26","3926","4146","0","4643","4450","2680","0","0","0","0"
"高雄市  ","114.5.15","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.5.15","40.92","46.02","0","50.4","51.87","3555","4152","0","4104","4089","2550","0","0","0","0"
"宜蘭縣  ","114.5.15","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.15","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.15","59.39","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.15","44.28","0","0","58.89","58.89","4040","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.14","50.48","53.75","0","63.09","61.66","4347","4833","0","5264","5050","0","0","0","0","0"
"台北市  ","114.5.14","52.22","57.62","59.17","65","60.74","4380","4531","4825","5394","5092","0","0","0","0","0"
"新北市  ","114.5.14","48.8","53.75","52.78","57.78","55.89","4324","4528","4667","5083","4830","0","0","0","0","0"
"桃園市  ","114.5.14","43.15","47.78","51.25","53.85","50.73","3811","4167","4458","4750","4417","2514","0","0","0","0"
"新竹市  ","114.5.14","45.75","50.83","0","54.98","52.78","4063","4345","0","4857","4467","0","0","0","0","0"
"新竹縣  ","114.5.14","44.58","48","0","54.37","52.33","3940","4217","0","4903","4350","2533","0","0","0","0"
"苗栗縣  ","114.5.14","43.81","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.14","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.14","45","48.39","48.06","51.22","49.39","3907","4178","4311","4682","4252","2643","0","2750","3087","2696"
"南投縣  ","114.5.14","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.14","43.25","46.38","0","51.45","48.07","3895","4125","0","4561","3918","2663","2550","0","3069","2770"
"嘉義市  ","114.5.14","43.72","0","0","52.89","50.43","3892","0","0","4409","4150","2650","2250","0","0","0"
"嘉義縣  ","114.5.14","44.07","0","0","52.46","51.38","3890","0","0","4383","4111","2642","2242","0","0","0"
"台南市  ","114.5.14","44.33","57.5","47.5","54.71","52.26","3926","4146","0","4643","4450","2680","0","0","0","0"
"高雄市  ","114.5.14","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.5.14","40.92","46.02","0","50.4","51.87","3555","4152","0","4104","4089","2550","0","0","0","0"
"宜蘭縣  ","114.5.14","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.14","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.14","59.39","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.14","44.28","0","0","58.89","58.89","4040","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.13","50.48","53.75","0","62.74","61.39","4347","4833","0","5222","5000","0","0","0","0","0"
"台北市  ","114.5.13","52.22","57.62","59.17","65","60.74","4380","4531","4825","5302","5000","0","0","0","0","0"
"新北市  ","114.5.13","48.8","53.75","52.59","57.59","55.7","4324","4528","4667","5083","4830","0","0","0","0","0"
"桃園市  ","114.5.13","43.15","47.78","51.25","53.85","50.73","3811","4167","4458","4750","4417","2514","0","0","0","0"
"新竹市  ","114.5.13","45.75","50.83","0","54.98","52.78","4063","4345","0","4857","4467","0","0","0","0","0"
"新竹縣  ","114.5.13","44.58","48","0","54.37","52.33","3940","4217","0","4903","4350","2533","0","0","0","0"
"苗栗縣  ","114.5.13","43.81","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.13","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.13","45","48.39","48.06","51.22","49.39","3907","4178","4311","4682","4252","2643","0","2750","3087","2696"
"南投縣  ","114.5.13","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.13","43.25","46.38","0","51.45","48.07","3895","4125","0","4561","4248","2663","2550","0","3069","2770"
"嘉義市  ","114.5.13","43.72","0","0","52.89","50.43","3892","0","0","4409","4150","2650","2250","0","0","0"
"嘉義縣  ","114.5.13","44.07","0","0","52.46","51.38","3890","0","0","4383","4111","2642","2242","0","0","0"
"台南市  ","114.5.13","44.33","57.5","47.5","54.71","52.26","3926","4146","0","4643","4450","2680","0","0","0","0"
"高雄市  ","114.5.13","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.5.13","40.92","46.02","0","50.4","51.87","3555","4152","0","4104","4089","2550","0","0","0","0"
"宜蘭縣  ","114.5.13","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.13","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.13","59.39","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.13","44.28","0","0","58.89","58.89","4040","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.12","50.48","53.75","0","62.74","60.83","4347","4833","0","5222","5000","0","0","0","0","0"
"台北市  ","114.5.12","52.22","57.62","59.17","65","60.74","4380","4531","4825","5302","5000","0","0","0","0","0"
"新北市  ","114.5.12","48.8","53.75","52.59","57.59","55.7","4324","4528","4667","5083","4830","0","0","0","0","0"
"桃園市  ","114.5.12","43.15","47.78","51.25","53.85","50.73","3811","4167","4458","4750","4417","2514","0","0","0","0"
"新竹市  ","114.5.12","45.75","50.83","0","54.98","52.78","4063","4345","0","4857","4467","0","0","0","0","0"
"新竹縣  ","114.5.12","44.58","48","0","54.37","52.33","3940","4217","0","4903","4350","2533","0","0","0","0"
"苗栗縣  ","114.5.12","43.64","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.12","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.12","45","48.39","48.06","51.22","49.39","3907","4178","4311","4682","4252","2643","0","2750","3087","2696"
"南投縣  ","114.5.12","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.12","43.25","46.38","0","51.45","48.07","3895","4125","0","4561","4248","2663","2550","0","3069","2770"
"嘉義市  ","114.5.12","43.72","0","0","52.89","50.43","3875","0","0","4409","4150","2650","2250","0","0","0"
"嘉義縣  ","114.5.12","44.07","0","0","52.46","51.38","3874","0","0","4383","4111","2642","2242","0","0","0"
"台南市  ","114.5.12","44.33","57.5","47.5","54.71","52.26","3926","4146","0","4643","4450","2680","0","0","0","0"
"高雄市  ","114.5.12","44.19","0","46.6","52.49","57.44","3699","0","0","4546","5224","2500","0","0","0","0"
"屏東縣  ","114.5.12","40.92","46.02","0","50.4","51.87","3555","4152","0","4104","4089","2550","0","0","0","0"
"宜蘭縣  ","114.5.12","46.44","51.67","48.96","56.92","56.02","3722","0","4292","4750","4625","2259","0","0","0","0"
"花蓮縣  ","114.5.12","49.93","0","0","56.98","58","4437","0","0","5025","5099","2620","0","0","0","0"
"台東縣  ","114.5.12","59.39","0","0","64.87","61.55","4635","0","0","5281","5500","2617","0","0","2820","0"
"澎湖縣  ","114.5.12","44.28","0","0","58.89","58.89","4024","0","0","0","0","0","0","0","0","0"
"基隆市  ","114.5.11","50.48","53.75","0","62.74","60.83","4347","4833","0","5222","5000","0","0","0","0","0"
"台北市  ","114.5.11","52.22","57.62","59.17","65","60.74","4380","4531","4825","5302","5000","0","0","0","0","0"
"新北市  ","114.5.11","48.8","53.75","52.59","57.59","55.7","4324","4528","4667","5083","4830","0","0","0","0","0"
"桃園市  ","114.5.11","43.15","47.78","51.25","53.85","50.73","3811","4167","4458","4750","4417","2514","0","0","0","0"
"新竹市  ","114.5.11","45.75","50.83","0","54.98","52.78","4063","4345","0","4857","4467","0","0","0","0","0"
"新竹縣  ","114.5.11","44.58","48","0","54.37","52.33","3940","4217","0","4903","4350","2533","0","0","0","0"
"苗栗縣  ","114.5.11","43.64","0","0","53.48","54.5","3917","0","0","4833","4778","2508","0","0","0","0"
"台中市  ","114.5.11","46.62","53.14","50.71","55.91","54.79","3988","4400","4627","4826","4607","2532","0","0","0","0"
"彰化縣  ","114.5.11","45","48.39","48.06","51.22","49.39","3907","4178","4311","4682","4252","2643","0","2750","3087","2696"
"南投縣  ","114.5.11","46.68","51.43","49.68","55.71","53.65","4000","0","0","4583","4250","2600","0","0","0","0"
"雲林縣  ","114.5.11","43.25","46.38","0","51.45","48.07","3895","4125","0","4561","4248","2663","2550","0","3069","2770"
"嘉義市  ","114.5.11","43.72","0","0","52.89","50.43","3859","0","0","4409","4150","2650","2250","0","0","0"
"嘉義縣  ","114.5.11","44.07","0","0","52.46","51.38","3857","0","0","4383","4111","2642","2242","0","0","0"
